comp,plot37,species,dbh,ht,no.stem,gis92
7,94,PISY,7,30,2,152
7,94,PISY,7,25,1,152
7,94,PISY,8,30,1,152
7,94,PISY,3,10,1,152
7,94,PISY,3,30,1,152
7,94,PISY,5,15,2,152
7,94,PISY,5,30,4,152
7,94,PISY,5,20,2,152
7,94,PIST,7,25,1,152
7,94,PIST,8,30,1,152
7,94,PRPE,4,30,1,152
7,94,PISY,2,20,2,152
7,95,PIST,15,70,3,153
7,95,PIST,13,70,3,153
7,95,PIST,12,65,1,153
7,95,PIST,10,65,1,153
7,95,PIST,10,55,1,153
7,95,PIST,9,70,1,153
7,95,PIST,9,55,1,153
7,95,PIST,9,65,2,153
7,95,BEAL,8,45,1,153
7,95,ACRU,5,40,1,153
7,95,ACRU,4,45,1,153
7,95,PIST,11,70,3,153
7,95,PIST,17,70,1,153
7,95,PIST,16,70,1,153
7,95,PIST,15,70,3,153
7,95,PIST,14,65,1,153
7,95,PIST,14,70,2,153
7,95,PIST,13,70,1,153
7,95,PIST,12,60,2,153
7,95,PIST,11,70,1,153
7,95,PIST,10,70,1,153
7,95,PIST,10,65,2,153
7,95,PIST,9,45,1,153
7,95,PIST,11,65,2,153
7,95,ACRU,2,15,1,153
7,96,PIST,2,10,2,154
7,96,PIST,11,30,1,154
7,96,PIST,11,35,1,154
7,96,PRSE,2,20,1,154
7,96,PRSE,8,35,1,154
7,96,ACRU,3,20,2,154
7,96,ACRU,4,25,1,154
7,96,ACRU,4,20,1,154
7,96,ACRU,5,30,1,154
7,96,ACRU,10,35,1,154
7,96,BEPO,3,25,1,154
7,96,QUAL,5,35,1,154
7,96,QURU,3,20,1,154
7,96,PIST,2,15,1,154
7,96,PIST,12,30,1,154
7,96,BELE,4,30,1,154
7,96,ACRU,2,20,2,154
7,96,ACRU,5,20,2,154
7,96,PIST,14,35,1,154
7,96,PIST,15,40,1,154
7,96,PIST,17,40,1,154
7,96,PIST,15,35,1,154
7,97,ACRU,12,50,1,157
7,97,BEPA,14,50,1,157
7,97,PIST,16,50,1,157
7,97,PIST,9,65,1,157
7,97,PIST,7,30,1,157
7,97,PIST,5,20,1,157
7,97,BEAL,9,45,1,157
7,97,BEAL,7,45,1,157
7,97,BEAL,6,30,1,157
7,97,BEAL,4,25,3,157
7,97,BEAL,4,30,1,157
7,97,ULSP,10,50,1,157
7,97,ACRU,10,40,1,157
7,97,PISP,9,35,1,157
7,97,TSCA,3,15,1,157
7,97,PIST,19,50,1,157
7,97,PIST,15,70,3,157
7,97,PIST,4,20,1,157
7,97,BEAL,13,50,1,157
7,97,BEAL,8,40,1,157
7,97,BEAL,6,40,2,157
7,97,BEAL,4,30,1,157
7,97,BEAL,4,35,1,157
7,97,BEAL,3,20,1,157
7,97,TSCA,8,30,1,157
7,98,QURU,4,25,1,158
7,98,BEPA,9,60,1,158
7,98,TSCA,6,20,1,158
7,98,PRSE,6,40,1,158
7,98,BEPO,6,45,2,158
7,98,ACRU,11,50,1,158
7,98,ACRU,6,40,2,158
7,98,ACRU,4,35,2,158
7,98,ACRU,3,35,1,158
7,98,ACRU,2,25,1,158
7,98,PIST,16,60,1,158
7,98,PIST,15,45,1,158
7,98,PIST,14,45,1,158
7,98,PIST,13,60,1,158
7,98,PIST,12,40,1,158
7,98,PIST,12,55,1,158
7,98,PIST,12,50,2,158
7,98,PIST,11,45,1,158
7,98,PIST,11,50,2,158
7,98,PIST,10,55,1,158
7,98,PIST,10,35,1,158
7,98,PIST,9,50,2,158
7,98,PIST,8,45,1,158
7,98,PIST,8,35,1,158
7,98,PIST,7,40,1,158
7,98,PIST,3,20,2,158
7,98,QURU,5,30,1,158
7,98,QURU,4,30,1,158
7,98,BEAL,12,50,1,158
7,98,PRSE,6,45,1,158
7,98,ACRU,9,50,1,158
7,98,ACRU,8,35,1,158
7,98,ACRU,8,50,1,158
7,98,ACRU,7,50,1,158
7,98,ACRU,7,45,2,158
7,98,ACRU,6,40,1,158
7,98,ACRU,5,40,1,158
7,98,ACRU,4,35,1,158
7,98,ACRU,4,30,1,158
7,98,ACRU,2,20,1,158
7,98,ACRU,2,15,1,158
7,98,BEPO,8,45,1,158
7,98,BEPO,5,45,1,158
7,98,BEPO,4,40,1,158
7,98,BEPO,4,45,1,158
7,98,BEPO,4,35,1,158
7,98,BEPO,3,30,1,158
7,98,PIST,18,45,1,158
7,98,PIST,11,50,1,158
7,98,PIST,10,50,1,158
7,98,PIST,9,35,1,158
7,98,PIST,7,30,1,158
7,98,PIST,7,35,1,158
7,98,ACRU,3,25,1,158
7,99,ACRU,9,40,1,159
7,99,PIST,19,70,1,159
7,99,PIST,14,65,1,159
7,99,PIST,13,70,1,159
7,99,PIST,12,60,1,159
7,99,PIST,11,60,1,159
7,99,PIST,10,60,1,159
7,99,PIST,10,55,3,159
7,99,PIST,6,40,1,159
7,99,TSCA,8,30,1,159
7,99,TSCA,7,30,1,159
7,99,TSCA,6,25,1,159
7,99,TSCA,5,25,1,159
7,99,TSCA,4,20,1,159
7,99,ACRU,6,35,1,159
7,99,PIST,18,55,1,159
7,99,PIST,18,70,1,159
7,99,PIST,16,55,1,159
7,99,PIST,16,70,1,159
7,99,PIST,15,70,2,159
7,99,PIST,14,70,2,159
7,99,PIST,13,60,1,159
7,99,PIST,12,65,1,159
7,99,PIST,12,60,1,159
7,99,PIST,11,50,1,159
7,99,PIST,10,60,1,159
7,99,PIST,9,55,1,159
7,99,PIST,9,60,1,159
7,99,PIST,9,65,1,159
7,99,PIST,7,50,1,159
7,99,PIST,6,35,1,159
7,99,TSCA,4,20,1,159
8,140,PIST,2,15,3,NA
8,140,PIST,2,20,4,NA
8,140,PIST,2,10,1,NA
8,140,PIST,3,15,3,NA
8,140,PIST,3,20,4,NA
8,140,PIST,3,10,1,NA
8,140,PIST,4,20,9,NA
8,140,PIST,4,25,1,NA
8,140,PIST,4,15,3,NA
8,140,PIST,5,20,6,NA
8,140,PIST,5,25,1,NA
8,140,PIST,6,20,4,NA
8,140,PIST,7,25,2,NA
8,140,PIST,8,25,1,NA
8,141,PIST,7,45,1,30
8,141,PIST,7,40,1,30
8,141,PIST,8,45,2,30
8,141,PIST,11,50,1,30
8,141,PIST,11,40,1,30
8,141,PIST,12,50,1,30
8,141,PIST,13,50,1,30
8,141,PIST,15,55,1,30
8,141,PIST,16,50,1,30
8,141,PIST,17,50,1,30
8,141,PIST,20,60,1,30
8,141,BEPO,2,20,1,30
8,141,BEPO,3,25,1,30
8,141,ACRU,4,35,1,30
8,142,ACRU,2,25,8,31
8,142,ACRU,2,30,2,31
8,142,ACRU,2,20,7,31
8,142,ACRU,3,25,1,31
8,142,ACRU,3,30,4,31
8,142,ACRU,3,35,1,31
8,142,ACRU,4,35,3,31
8,142,ACRU,4,30,2,31
8,142,ACRU,5,35,1,31
8,142,BEPO,3,25,1,31
8,142,BEPO,4,35,1,31
8,142,BEPO,4,30,1,31
8,142,BEPO,5,40,2,31
8,142,BEPO,6,45,2,31
8,142,QURU,3,30,1,31
8,142,QURU,4,35,1,31
8,142,QURU,6,40,1,31
8,142,QURU,7,60,1,31
8,142,QURU,8,55,1,31
8,142,QURU,8,60,1,31
8,142,QURU,9,55,2,31
8,142,QURU,9,60,1,31
8,142,QURU,10,60,1,31
8,142,QUAL,2,15,1,31
8,142,QUAL,2,20,3,31
8,142,QUAL,3,25,1,31
8,142,QUAL,4,25,1,31
8,142,QUAL,4,20,1,31
8,143,ACRU,2,20,2,NA
8,143,ACRU,2,15,1,NA
8,143,ACRU,3,25,1,NA
8,143,ACRU,4,25,1,NA
8,143,ACRU,5,25,1,NA
8,143,ACRU,6,30,1,NA
8,143,ACRU,7,25,2,NA
8,143,ACRU,8,35,1,NA
8,143,ACRU,9,35,1,NA
8,143,ACRU,10,30,1,NA
8,143,ACRU,11,40,1,NA
8,143,PRSE,4,30,1,NA
8,143,BELE,3,30,1,NA
8,143,BELE,4,30,1,NA
8,143,BELE,6,30,1,NA
8,143,BELE,7,40,1,NA
8,144,ACRU,2,20,5,32
8,144,ACRU,2,15,1,32
8,144,ACRU,2,25,2,32
8,144,ACRU,3,25,5,32
8,144,ACRU,3,30,1,32
8,144,ACRU,3,20,1,32
8,144,ACRU,4,35,2,32
8,144,ACRU,5,35,2,32
8,144,QURU,2,25,1,32
8,144,QURU,3,25,1,32
8,144,PIST,3,10,1,32
8,144,PIST,5,20,1,32
8,144,PIST,6,25,1,32
8,144,QUAL,3,20,1,32
8,144,QUAL,4,25,1,32
8,144,BEPO,2,25,1,32
8,144,BEPO,2,20,2,32
8,144,ACRU,2,15,1,32
8,144,ACRU,2,20,3,32
8,144,ACRU,2,30,1,32
8,144,ACRU,2,25,5,32
8,144,ACRU,3,25,6,32
8,144,ACRU,3,30,1,32
8,144,ACRU,4,25,2,32
8,144,ACRU,4,30,1,32
8,144,ACRU,5,30,1,32
8,144,ACRU,5,40,1,32
8,144,QURU,2,25,2,32
8,144,QURU,5,25,1,32
8,144,QURU,9,45,1,32
8,144,QURU,10,40,1,32
8,144,QURU,18,60,1,32
8,144,PIST,3,15,1,32
8,144,PIST,5,30,1,32
8,144,PIST,8,30,1,32
8,144,PIST,8,25,1,32
8,144,PIST,9,55,1,32
8,144,BEPO,2,25,2,32
8,145,ACRU,2,30,3,33
8,145,ACRU,2,25,4,33
8,145,ACRU,2,20,7,33
8,145,ACRU,3,30,3,33
8,145,ACRU,3,25,4,33
8,145,ACRU,3,35,2,33
8,145,ACRU,3,20,2,33
8,145,ACRU,4,30,1,33
8,145,ACRU,4,25,2,33
8,145,ACRU,4,40,1,33
8,145,ACRU,4,35,3,33
8,145,ACRU,5,40,9,33
8,145,ACRU,5,30,1,33
8,145,ACRU,5,45,1,33
8,145,ACRU,5,35,1,33
8,145,ACRU,6,40,5,33
8,145,ACRU,6,35,1,33
8,145,ACRU,6,45,3,33
8,145,ACRU,6,50,1,33
8,145,ACRU,8,45,1,33
8,145,PRSE,4,30,1,33
8,145,PRSE,4,40,1,33
8,145,PRSE,6,45,2,33
8,145,BEPO,2,25,1,33
8,145,BEPO,2,20,1,33
8,145,BEPO,2,30,1,33
8,145,BEPO,3,30,2,33
8,145,BEPO,4,35,2,33
8,145,BEPO,5,40,1,33
8,145,PIST,13,50,1,33
8,145,PIST,14,70,1,33
8,145,BEAL,9,50,1,33
8,145,FRAM,4,35,1,33
8,145,QURU,5,35,1,33
8,145,QUAL,6,35,1,33
8,145,QUAL,6,40,1,33
8,145,QUAL,7,40,1,33
8,145,QUAL,8,40,1,33
8,145,QUAL,11,40,1,33
8,145,ACRU,2,20,9,33
8,145,ACRU,2,25,6,33
8,145,ACRU,2,30,2,33
8,145,ACRU,3,35,4,33
8,145,ACRU,3,25,1,33
8,145,ACRU,3,30,5,33
8,145,ACRU,4,35,6,33
8,145,ACRU,4,45,1,33
8,145,ACRU,4,40,2,33
8,145,ACRU,5,40,4,33
8,145,ACRU,5,35,2,33
8,145,ACRU,6,40,4,33
8,145,ACRU,6,45,4,33
8,145,ACRU,7,50,1,33
8,145,ACRU,9,45,1,33
8,145,PRSE,3,30,1,33
8,145,PRSE,4,40,1,33
8,145,PRSE,4,35,2,33
8,145,PRSE,5,40,1,33
8,145,PRSE,5,35,2,33
8,145,PRSE,6,40,1,33
8,145,PRSE,6,35,2,33
8,145,PRSE,7,40,3,33
8,145,PRSE,7,35,1,33
8,145,BEPO,4,35,2,33
8,145,BEPO,5,40,1,33
8,145,BEPO,7,40,1,33
8,145,PIST,14,70,1,33
8,145,BEAL,8,40,1,33
8,145,BEAL,10,40,1,33
8,145,FRAM,2,35,1,33
8,145,FRAM,2,30,1,33
8,145,FRAM,3,25,1,33
8,145,FRAM,4,40,2,33
8,145,FRAM,4,35,1,33
8,145,FRAM,5,40,1,33
8,145,QURU,8,50,1,33
8,145,QUAL,4,25,1,33
8,146,QURU,12,50,1,NA
8,146,QURU,15,50,1,NA
8,146,ACRU,2,20,6,NA
8,146,ACRU,3,30,1,NA
8,146,ACRU,4,30,2,NA
8,146,ACRU,5,30,1,NA
8,146,ACRU,6,45,1,NA
8,146,ACRU,7,40,1,NA
8,146,ACRU,9,45,1,NA
8,146,BEPO,2,20,1,NA
8,146,BEPO,3,20,1,NA
8,146,BEPO,5,30,1,NA
8,146,BEPO,6,45,1,NA
8,146,BEAL,3,25,1,NA
8,146,BEAL,7,40,1,NA
8,146,BEAL,8,40,1,NA
8,146,BEAL,9,35,1,NA
8,146,BEAL,10,50,1,NA
8,147,ACRU,2,25,2,34
8,147,ACRU,3,30,3,34
8,147,ACRU,4,35,1,34
8,147,ACRU,4,30,1,34
8,147,ACRU,5,40,2,34
8,147,ACRU,5,30,2,34
8,147,ACRU,6,45,1,34
8,147,ACRU,7,45,1,34
8,147,ACRU,7,50,1,34
8,147,ACRU,8,50,1,34
8,147,ACRU,8,40,2,34
8,147,ACRU,10,50,1,34
8,147,QURU,5,30,1,34
8,147,QURU,8,50,1,34
8,147,QURU,9,50,1,34
8,147,QURU,9,55,1,34
8,147,QURU,15,55,1,34
8,147,PIST,5,20,1,34
8,147,PIST,9,40,1,34
8,147,PIST,12,45,1,34
8,147,PIST,14,45,1,34
8,147,PIST,15,45,1,34
8,147,PIST,16,60,1,34
8,147,PIST,17,65,1,34
8,147,QUAL,3,20,2,34
8,147,QUAL,7,35,2,34
8,147,QUAL,8,40,1,34
8,147,PRSE,4,25,1,34
8,147,ACRU,2,25,1,34
8,147,ACRU,2,20,1,34
8,147,ACRU,2,30,1,34
8,147,ACRU,3,20,2,34
8,147,ACRU,3,25,2,34
8,147,ACRU,3,30,5,34
8,147,ACRU,4,25,1,34
8,147,ACRU,4,35,1,34
8,147,ACRU,4,30,1,34
8,147,ACRU,4,40,2,34
8,147,ACRU,4,45,1,34
8,147,ACRU,5,35,3,34
8,147,ACRU,5,40,1,34
8,147,ACRU,6,45,5,34
8,147,QURU,2,20,1,34
8,147,QURU,5,40,1,34
8,147,QURU,6,40,1,34
8,147,QURU,7,50,1,34
8,147,QURU,8,55,2,34
8,147,QURU,9,50,1,34
8,147,QURU,10,60,1,34
8,147,PIST,11,55,1,34
8,147,PIST,12,45,1,34
8,147,PIST,13,30,1,34
8,147,PIST,14,55,1,34
8,147,PIST,14,40,1,34
8,147,PIST,20,50,1,34
8,147,PIST,22,60,1,34
8,147,QUAL,5,30,1,34
8,147,QUAL,6,20,1,34
8,147,QUAL,11,50,1,34
8,148,ACRU,2,25,2,35
8,148,ACRU,2,20,3,35
8,148,ACRU,3,25,1,35
8,148,ACRU,4,30,2,35
8,148,ACRU,4,20,1,35
8,148,ACRU,5,30,1,35
8,148,ACRU,5,35,1,35
8,148,ACRU,8,40,1,35
8,148,ACRU,13,60,1,35
8,148,QURU,15,60,1,35
8,148,QURU,17,60,1,35
8,148,QURU,18,55,1,35
8,148,PIST,5,25,1,35
8,148,PIST,8,30,1,35
8,148,PIST,9,45,1,35
8,148,PIST,10,40,1,35
8,148,PIST,15,65,1,35
8,148,PIST,16,45,1,35
8,148,PIST,16,50,1,35
8,148,PIST,17,50,1,35
8,148,PIST,17,70,1,35
8,148,PIST,20,70,1,35
8,148,PRSE,13,55,1,35
8,148,QUAL,11,35,1,35
8,148,QUAL,7,45,1,35
8,148,ACRU,2,30,6,35
8,148,ACRU,2,20,2,35
8,148,ACRU,3,30,2,35
8,148,ACRU,3,20,1,35
8,148,ACRU,4,35,2,35
8,148,ACRU,4,30,2,35
8,148,ACRU,4,25,1,35
8,148,ACRU,5,40,1,35
8,148,ACRU,6,30,1,35
8,148,ACRU,6,45,2,35
8,148,ACRU,9,45,1,35
8,148,ACRU,9,50,1,35
8,148,ACRU,10,55,2,35
8,148,ACRU,10,50,1,35
8,148,ACRU,11,60,1,35
8,148,ACRU,11,40,1,35
8,148,ACRU,11,50,2,35
8,148,ACRU,12,55,1,35
8,148,QURU,5,45,1,35
8,148,QURU,16,65,1,35
8,148,PIST,4,30,1,35
8,148,PIST,14,60,1,35
8,148,PIST,15,55,1,35
8,148,PIST,19,60,1,35
8,148,BELE,2,20,1,35
8,149,ACRU,2,15,1,36
8,149,ACRU,2,25,3,36
8,149,ACRU,2,20,11,36
8,149,ACRU,3,30,3,36
8,149,ACRU,3,25,1,36
8,149,ACRU,4,35,3,36
8,149,ACRU,4,20,1,36
8,149,ACRU,4,25,2,36
8,149,ACRU,4,30,3,36
8,149,ACRU,5,40,1,36
8,149,ACRU,5,45,2,36
8,149,ACRU,5,35,1,36
8,149,ACRU,6,40,2,36
8,149,ACRU,6,35,2,36
8,149,ACRU,6,45,1,36
8,149,ACRU,7,45,2,36
8,149,ACRU,8,40,1,36
8,149,ACRU,9,45,1,36
8,149,ACRU,9,40,1,36
8,149,ACRU,11,45,2,36
8,149,ACRU,12,55,1,36
8,149,ACRU,15,45,2,36
8,149,ACRU,15,50,1,36
8,149,QURU,4,35,1,36
8,149,QURU,4,30,1,36
8,149,QURU,7,45,2,36
8,149,PIST,13,55,1,36
8,149,PIST,16,60,1,36
8,149,TSCA,9,30,1,36
8,149,TSCA,12,40,1,36
8,149,PRSE,5,40,1,36
8,149,BEPO,3,30,1,36
8,149,BEPO,5,30,1,36
8,149,BEPO,6,40,3,36
8,149,ACRU,2,20,8,36
8,149,ACRU,2,15,1,36
8,149,ACRU,3,30,1,36
8,149,ACRU,3,20,5,36
8,149,ACRU,3,25,1,36
8,149,ACRU,4,20,1,36
8,149,ACRU,5,40,1,36
8,149,ACRU,6,35,1,36
8,149,ACRU,7,45,2,36
8,149,ACRU,7,30,1,36
8,149,ACRU,7,40,1,36
8,149,ACRU,8,50,2,36
8,149,ACRU,8,35,1,36
8,149,ACRU,9,30,1,36
8,149,ACRU,9,55,1,36
8,149,ACRU,10,40,2,36
8,149,ACRU,11,45,1,36
8,149,ACRU,12,55,1,36
8,149,PIST,7,30,1,36
8,149,PIST,9,45,1,36
8,149,PIST,10,45,1,36
8,149,BEAL,2,20,1,36
8,149,BEAL,7,30,1,36
8,149,BEPO,5,20,1,36
8,149,BEPO,6,30,1,36
8,149,BEPO,6,40,1,36
8,149,BEPO,7,35,1,36
8,149,PRSE,6,40,1,36
8,150,ACRU,2,20,12,38
8,150,ACRU,2,25,12,38
8,150,ACRU,2,30,4,38
8,150,ACRU,3,25,4,38
8,150,ACRU,3,35,1,38
8,150,ACRU,3,30,4,38
8,150,ACRU,4,30,1,38
8,150,ACRU,4,35,1,38
8,150,ACRU,4,25,1,38
8,150,QURU,2,20,11,38
8,150,QURU,2,25,8,38
8,150,QURU,2,30,2,38
8,150,QURU,2,15,1,38
8,150,QURU,3,30,4,38
8,150,QURU,3,25,7,38
8,150,QURU,3,35,2,38
8,150,QURU,3,20,1,38
8,150,QURU,4,25,2,38
8,150,QURU,4,35,1,38
8,150,QURU,4,30,3,38
8,150,QURU,5,30,2,38
8,150,QURU,5,35,1,38
8,150,QURU,6,50,1,38
8,151,QURU,2,15,1,39
8,151,QURU,2,25,3,39
8,151,QURU,2,30,1,39
8,151,QURU,2,20,2,39
8,151,QURU,3,20,1,39
8,151,QURU,3,30,2,39
8,151,QURU,4,30,4,39
8,151,QURU,4,35,4,39
8,151,QURU,5,35,2,39
8,151,QURU,5,30,1,39
8,151,QURU,5,40,1,39
8,151,QURU,6,45,2,39
8,151,QURU,6,40,1,39
8,151,QURU,6,35,1,39
8,151,QURU,7,40,2,39
8,151,QURU,7,45,3,39
8,151,QURU,7,50,3,39
8,151,QURU,8,45,1,39
8,151,QURU,8,50,1,39
8,151,QURU,9,45,2,39
8,151,ACRU,2,20,18,39
8,151,ACRU,2,30,1,39
8,151,ACRU,2,25,10,39
8,151,ACRU,3,25,4,39
8,151,ACRU,3,30,2,39
8,151,ACRU,4,30,3,39
8,151,ACRU,4,35,2,39
8,151,ACRU,5,35,1,39
8,151,ACRU,9,50,1,39
8,151,QUAL,2,20,1,39
8,151,QUAL,2,15,1,39
8,151,QUAL,3,20,2,39
8,151,PRSE,4,25,2,39
8,151,PRSE,4,35,1,39
8,151,PRSE,5,30,1,39
8,151,FRAM,4,35,1,39
8,151,BELE,3,30,1,39
8,151,QURU,2,20,1,39
8,151,QURU,2,25,3,39
8,151,QURU,2,15,2,39
8,151,QURU,3,30,2,39
8,151,QURU,3,25,1,39
8,151,QURU,4,30,2,39
8,151,QURU,4,40,1,39
8,151,QURU,5,35,1,39
8,151,QURU,5,40,1,39
8,151,QURU,6,40,3,39
8,151,QURU,7,40,3,39
8,151,QURU,8,50,3,39
8,151,QURU,8,45,1,39
8,151,QURU,9,45,2,39
8,151,QURU,10,50,1,39
8,151,QURU,11,45,1,39
8,151,ACRU,2,15,1,39
8,151,ACRU,2,20,6,39
8,151,ACRU,2,25,8,39
8,151,ACRU,3,25,2,39
8,151,ACRU,3,30,3,39
8,151,ACRU,5,40,1,39
8,151,ACRU,5,35,1,39
8,151,FAGR,2,20,1,39
8,151,QUAL,2,20,3,39
8,151,QUAL,3,20,1,39
8,151,QUAL,3,25,2,39
8,151,QUAL,4,20,1,39
8,151,ACSA,2,25,1,39
8,152,QURU,5,40,1,40
8,152,QURU,5,30,1,40
8,152,QURU,5,35,1,40
8,152,QURU,6,40,2,40
8,152,QURU,6,50,1,40
8,152,QURU,6,55,1,40
8,152,QURU,6,45,1,40
8,152,QURU,7,50,6,40
8,152,QURU,7,45,1,40
8,152,QURU,7,40,1,40
8,152,QURU,8,55,2,40
8,152,QURU,8,50,1,40
8,152,QURU,9,55,2,40
8,152,QURU,9,50,2,40
8,152,QURU,11,50,1,40
8,152,QURU,13,60,1,40
8,152,QURU,18,55,1,40
8,152,ACRU,3,30,4,40
8,152,ACRU,4,40,1,40
8,152,ACRU,4,45,1,40
8,152,ACRU,4,35,1,40
8,152,ACRU,5,20,1,40
8,152,ACRU,5,30,1,40
8,152,ACRU,5,45,1,40
8,152,ACRU,7,45,1,40
8,152,ACRU,8,50,1,40
8,152,ACRU,9,40,1,40
8,152,BELE,4,25,1,40
8,152,PIST,4,20,1,40
8,152,QURU,4,40,1,40
8,152,QURU,7,50,1,40
8,152,QURU,7,40,1,40
8,152,QURU,8,55,2,40
8,152,QURU,9,55,2,40
8,152,QURU,10,60,1,40
8,152,QURU,10,55,1,40
8,152,ACRU,2,20,6,40
8,152,ACRU,3,25,1,40
8,152,ACRU,3,30,2,40
8,152,ACRU,3,35,1,40
8,152,ACRU,4,25,2,40
8,152,ACRU,4,30,3,40
8,152,ACRU,5,40,5,40
8,152,ACRU,5,35,1,40
8,152,ACRU,5,45,1,40
8,152,ACRU,6,40,2,40
8,152,ACRU,6,30,1,40
8,152,ACRU,6,35,2,40
8,152,ACRU,7,35,1,40
8,152,ACRU,7,45,1,40
8,152,ACRU,7,40,1,40
8,152,ACRU,8,40,1,40
8,152,ACRU,8,45,1,40
8,152,ACRU,10,50,1,40
8,152,ACRU,11,50,1,40
8,152,ACRU,11,60,1,40
8,152,ACRU,12,50,1,40
8,152,ACRU,12,55,1,40
8,152,ACRU,13,50,1,40
8,152,BELE,2,25,1,40
8,152,BELE,3,30,1,40
8,152,BELE,5,40,3,40
8,152,BELE,6,40,1,40
8,152,BEPO,2,25,1,40
8,153,ACRU,2,35,1,41
8,153,ACRU,2,20,8,41
8,153,ACRU,2,30,1,41
8,153,ACRU,2,25,1,41
8,153,ACRU,3,25,1,41
8,153,ACRU,3,30,1,41
8,153,ACRU,4,35,2,41
8,153,QURU,2,30,1,41
8,153,QURU,2,25,1,41
8,153,QURU,3,40,1,41
8,153,QURU,4,45,1,41
8,153,QURU,6,50,1,41
8,153,FAGR,9,40,1,41
8,153,FAGR,16,50,1,41
8,153,BEAL,3,30,1,41
8,153,BEAL,5,25,1,41
8,153,BELE,2,30,1,41
8,153,BELE,2,15,1,41
8,153,BEPA,3,35,1,41
8,153,TSCA,6,15,1,41
8,153,TSCA,8,40,1,41
8,153,TSCA,13,45,1,41
8,153,ULSP,5,30,1,41
8,153,ACRU,2,20,1,41
8,153,ACRU,3,30,3,41
8,153,ACRU,4,35,1,41
8,153,ACRU,6,40,2,41
8,153,ACRU,8,45,1,41
8,153,QURU,3,20,1,41
8,153,QURU,6,50,2,41
8,153,QURU,14,60,1,41
8,153,FAGR,2,20,1,41
8,153,FAGR,3,20,1,41
8,153,FAGR,4,25,1,41
8,153,FAGR,6,45,1,41
8,153,FAGR,7,45,2,41
8,153,FAGR,10,50,1,41
8,153,FAGR,11,50,2,41
8,153,PRSE,4,40,1,41
8,154,ACRU,2,30,3,42
8,154,ACRU,3,35,3,42
8,154,ACRU,3,30,7,42
8,154,ACRU,3,25,2,42
8,154,ACRU,4,35,2,42
8,154,ACRU,4,30,4,42
8,154,ACRU,5,40,9,42
8,154,ACRU,5,35,5,42
8,154,ACRU,6,40,5,42
8,154,ACRU,6,35,1,42
8,154,ACRU,6,45,2,42
8,154,ACRU,6,50,1,42
8,154,ACRU,7,40,1,42
8,154,ACRU,7,50,1,42
8,154,ACRU,8,45,1,42
8,154,ACRU,8,50,2,42
8,154,ACRU,9,50,1,42
8,154,BEAL,2,30,6,42
8,154,BEAL,2,20,2,42
8,154,BEAL,3,25,2,42
8,154,BEAL,3,30,6,42
8,154,BEAL,4,25,1,42
8,154,BEAL,4,30,5,42
8,154,BEAL,4,40,1,42
8,154,BEAL,5,40,2,42
8,154,BEAL,6,40,2,42
8,154,BEAL,6,35,1,42
8,154,BEAL,6,45,1,42
8,154,BEAL,7,45,3,42
8,154,TSCA,2,20,1,42
8,154,TSCA,2,10,1,42
8,154,TSCA,3,20,2,42
8,154,TSCA,3,15,1,42
8,154,BEPA,7,50,1,42
8,154,FRAM,3,30,1,42
8,154,FRAM,8,50,1,42
8,154,ACRU,2,25,1,42
8,154,ACRU,2,20,3,42
8,154,ACRU,3,25,2,42
8,154,ACRU,3,30,7,42
8,154,ACRU,4,40,1,42
8,154,ACRU,4,35,8,42
8,154,ACRU,4,30,3,42
8,154,ACRU,5,30,1,42
8,154,ACRU,5,35,5,42
8,154,ACRU,5,40,6,42
8,154,ACRU,5,45,4,42
8,154,ACRU,6,35,2,42
8,154,ACRU,6,50,1,42
8,154,ACRU,6,40,4,42
8,154,ACRU,6,30,1,42
8,154,ACRU,7,35,2,42
8,154,ACRU,7,45,1,42
8,154,ACRU,7,40,1,42
8,154,ACRU,7,50,5,42
8,154,ACRU,8,55,1,42
8,154,ACRU,8,50,1,42
8,154,ACRU,9,50,2,42
8,154,ACRU,9,55,1,42
8,154,BEAL,2,25,3,42
8,154,BEAL,2,20,3,42
8,154,BEAL,3,30,1,42
8,154,BEAL,3,25,2,42
8,154,BEAL,3,20,1,42
8,154,BEAL,4,40,2,42
8,154,BEAL,4,30,5,42
8,154,BEAL,5,40,3,42
8,154,TSCA,2,10,1,42
8,154,TSCA,3,15,1,42
8,154,TSCA,3,20,2,42
8,154,TSCA,4,20,5,42
8,154,TSCA,5,25,1,42
8,154,BEPA,5,40,1,42
8,154,PISP,2,10,1,42
8,154,PISP,2,15,1,42
8,154,PISP,3,20,1,42
8,154,PISP,4,25,1,42
8,154,PIST,7,30,1,42
8,155,PIST,4,25,1,43
8,155,PIST,5,30,1,43
8,155,PIST,6,30,1,43
8,155,PIST,7,40,4,43
8,155,PIST,7,30,1,43
8,155,PIST,8,50,1,43
8,155,PIST,8,40,1,43
8,155,PIST,9,40,1,43
8,155,PIST,9,50,1,43
8,155,PIST,10,45,1,43
8,155,PIST,11,50,1,43
8,155,PIST,11,45,1,43
8,155,PIST,15,55,2,43
8,155,PIST,16,60,1,43
8,155,BEPO,2,20,4,43
8,155,QURU,2,25,2,43
8,155,QURU,3,30,1,43
8,155,QURU,5,35,1,43
8,155,ACRU,3,30,1,43
8,155,PIST,6,35,1,43
8,155,PIST,9,45,1,43
8,155,PIST,11,50,1,43
