family,genus ,species,year,month,day,specimen,collector,folder,town,state,tract,compartment,location.notes,habitat.notes,other.notes,source 
Cyperaceae,Carex,leptonervia,1934,5,15,5241,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Cyperaceae,Carex,leptonervia,1934,7,4,5297,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,NA,HF herbarium
Cyperaceae,Carex,leptonervia,2005,6,27,HF 2005-170,GM; KW; JJ,NA,Petersham,MA,PH,9,roadside,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,leptonervia,2005,7,15,HF 2005-337,GM; KW; JJ,NA,Petersham,MA,TS,2,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,lucorum,1934,5,14,5216,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,updated from C. pensylvanica; JCJ,HF herbarium
Cyperaceae,Carex,lupulina,1947,7,8,100,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,Riceville Reservoir; Tom Swamp,wet; sandy shore,NA,HF herbarium
Cyperaceae,Carex,lupulina,1947,7,7,142,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,Riceville Pond,shore,sheet 1 of 3 specimens,HF herbarium
Cyperaceae,Carex,lupulina,1947,7,7,142,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,Riceville Pond,shore,sheet 2 of 3 specimens,HF herbarium
Cyperaceae,Carex,lupulina,1947,7,7,142,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,Riceville Pond,shore,sheet 3 of 3 specimens,HF herbarium
Cyperaceae,Carex,lupulina,1947,8,14,211,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,Riceville Pond,beach,NA,HF herbarium
Cyperaceae,Carex,lupulina,1937,10,3,8218,H. M. Raup,NA,Petersham,MA,SC,NA,NA,NA,NA,pre-1950 specimen found in 2007
Cyperaceae,Carex,lupulina,2004,8,4,HF 2004-51,GM; KW; JJ,NA,Petersham,MA,TS,5,along stream,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,lupulina,2005,7,13,HF 2005-511,GM; KW; JJ,NA,Petersham,MA,TS,7,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,lurida,1947,6,22,25,I.M. Johnston,NA,Petersham,MA,SC,8,NA,damp soil; in hemlock forest,NA,HF herbarium
Cyperaceae,Carex,lurida,1947,7,4,114,I.M. Johnston,NA,Petersham,MA,PH,2,NA,boggy; open place in forest,NA,HF herbarium
Cyperaceae,Carex,lurida,1947,8,20,250,I.M. Johnston,NA,Petersham,MA,TS,4,NA,shady woods; damp place,NA,HF herbarium
Cyperaceae,Carex,lurida,1947,7,5,1717,C. E. Smith Jr.,NA,Petersham,MA,PH,9,NA,NA,updated from C. baileyi; JCJ '07,Brandeis
Cyperaceae,Carex,lurida,1933,9,11,4812,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods rd.,swamp,NA,HF herbarium
Cyperaceae,Carex,lurida,1933,10,5,5168,H.M. Raup,NA,Petersham,MA,TS,NA,land at N. end of TS tract,NA,NA,HF herbarium
Cyperaceae,Carex,lurida,1934,7,9,5368,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods rd.,low ground; along road,NA,HF herbarium
Cyperaceae,Carex,lurida,1934,7,9,5411,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,near summit of Prospect Hill,open ground,NA,HF herbarium
Cyperaceae,Carex,lurida,2005,6,29,HF 2005-177,GM; KW; JJ,NA,Petersham,MA,PH,9,roadside,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,lurida,2005,7,13,HF 2005-510,GM; KW; JJ,NA,Petersham,MA,TS,7,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,lurida,1982,7,17,NA,J. LaFrankie,NA,Athol/Petersham,MA,NA,NA,Riceville Rd.,NA,NA,HF herbarium
Cyperaceae,Carex,lurida,1982,7,10,NA,J. LaFrankie,NA,Petersham,MA,PH,NA,behind sawmill,wet woods,NA,HF herbarium
Cyperaceae,Carex,merritt-fernaldii,1947,6,20,18,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Fay Lot; westside Tom Swamp,NA,updated from C. festucacea; JCJ '07,HF herbarium
Cyperaceae,Carex,merritt-fernaldii,1947,7,20,419,W.H. Drury Jr.,NA,Petersham,MA,TS,9,near saw dust pile; Fay Tract,dry; open hillside,updated from C. festucacea; JCJ; R. Bertin suggests this may be C. brevior,HF herbarium
Cyperaceae,Carex,merritt-fernaldii,1947,6,20,1554,C. E. Smith Jr.,NA,Petersham,MA,TS,NA,NA,NA,updated from C. festucacea; JCJ '07 and RIB '07,Brandeis
Cyperaceae,Carex,muhlenbergii,1934,7,8,5352,H.M. Raup,NA,NA,MA,NA,NA,field near Mrs. Fisher's house,NA,NA,HF herbarium
Cyperaceae,Carex,muhlenbergii,2005,7,28,HF 2005-235,GM; KW; JJ,NA,Petersham,MA,PH,9,gravel pit,NA,updated from C. cephalophora; JCJ and RIB '07,HF survey 2004-2007
Cyperaceae,Carex,normalis,1947,6,27,58,I.M. Johnston,NA,Petersham,MA,PH,7,south border,grassy forest road,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,normalis,1947,6,27,58,I.M. Johnston,NA,Petersham,MA,PH,7,south border,grassy forest road,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,normalis,1947,7,6,132,I.M. Johnston,NA,Petersham,MA,NA,NA,road N. of Carter Pond; about old sawmill,NA,updated from C. alopecoidea; JCJ,HF herbarium
Cyperaceae,Carex,normalis,1947,7,6,145,I.M. Johnston,NA,Petersham,MA,PH,2&4,along road between 2&4,damp; open place in blowdown,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,normalis,1947,7,6,145,I.M. Johnston,NA,Petersham,MA,PH,2&4,along road between 2&4,damp; open place in blowdown,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,normalis,1947,8,9,258,W. Chi-wu,NA,Petersham,MA,TS,NA,NA,NA,updated from C. straminea; JCJ,HF herbarium
Cyperaceae,Carex,normalis,1947,7,7,288,R.S. Sigafoos,NA,Phillipston/Petersham,MA,NA,NA,along Kitchen Rd.; Prospect Hill,NA,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,normalis,1947,7,14,619,W.H. Drury Jr.,NA,Petersham,MA,NA,NA,edge of TS road; East of TS 3,NA,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,normalis,2004,7,7,HF 2004-3,GM; KW; JJ,NA,Petersham,MA,TS,6,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,normalis,2005,7,2,HF 2005-202,GM; KW; JJ,NA,Petersham,MA,PH,7,Kitchen rd,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,normalis,2005,6,27,HF 2005-206,GM; KW; JJ,NA,Petersham,MA,PH,9,on road; narrow leaves  ,NA,with narrow leaves,HF survey 2004-2007
Cyperaceae,Carex,normalis,2005,8,12,HF 2005-288,GM; KW; JJ,NA,Petersham,MA,TS,8,trail,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,normalis,1982,7,10,NA,J. LaFrankie,NA,Petersham,MA,PH,NA,behind HF buildings,woods,(mirabillis Dewey),HF herbarium
Cyperaceae,Carex,novae-angliae,2005,6,22,HF 2005-154,GM; KW; JJ,NA,Petersham,MA,SC,4,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,ormostachya,2005,6,9,HF 2005-156,GM; KW; JJ,NA,Petersham,MA,SC,3,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,pallescens,1947,7,27,50,I.M. Johnston,red,Athol/Petersham,MA,NA,NA,Flat Rock Rd,marshy pasture,updated from C. haleana; JCJ,HF herbarium
Cyperaceae,Carex,pallescens,1947,7,3,102,I.M. Johnston,NA,Petersham,MA,WZ,NA,NA,grassy bank,updated from C. haleana; WL '93; updated from C. granularis; JCJ,HF herbarium
Cyperaceae,Carex,pallescens,1947,7,6,146,I.M. Johnston,NA,Petersham,MA,PH,NA,near HF headquarters; Brue's Place,grassy field,updated from C. haleana; WL '93; updated from C. granularis; JCJ,HF herbarium
Cyperaceae,Carex,pallescens,1947,7,6,149,I.M. Johnston,NA,Petersham,MA,PH,NA,near HF headquarters; Brue's Place,grassy field,updated from C. haleana; WL '93; updated from C. granularis; JCJ,HF herbarium
Cyperaceae,Carex,pallescens,1947,6,24,1641,C. E. Smith Jr.,NA,Petersham,MA,TS,9,Fay Lot,NA,updated from C. granularis; JCJ and RIB '07,Brandeis
Cyperaceae,Carex,pallescens,1947,6,23,1642,C. E. Smith Jr.,NA,Petersham,MA,TS,9,Fay Lot,NA,updated from C. granularis; JCJ and RIB '07,Brandeis
Cyperaceae,Carex,pallescens,1934,7,19,5519,H. M. Raup,NA,Petersham,MA,TS,1,woods road,NA,NA,pre-1950 specimen found in 2007
Cyperaceae,Carex,pallescens,2005,6,27,HF 2005-167,GM; KW; JJ,NA,Petersham,MA,PH,9,roadside,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,pallescens,2005,7,13,HF 2005-512,GM; KW; JJ,NA,Petersham,MA,TS,2,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,pedunculata,2005,5,2,HF 2005-250,GM; KW; JJ,NA,Petersham,MA,SC,7,east slope of rocky knoll,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,pedunculata,2005,6,7,HF 2005-62,GM; KW; JJ,NA,Petersham,MA,Simes,NA,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,pensylvanica,1947,6,27,69,I.M. Johnston,NA,Phillipston,MA,PH,6,north summit of Prospect Hill,NA,sheet 1 of 2 specimens,HF herbarium
Cyperaceae,Carex,pensylvanica,1947,6,27,69,I.M. Johnston,NA,Phillipston,MA,PH,6,north summit of Prospect Hill,NA,sheet 2 of 2 specimens,HF herbarium
Cyperaceae,Carex,pensylvanica,1947,8,5,217,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,between Kitchen Rd. and field; N. of HF buildings,light woods,NA,HF herbarium
Cyperaceae,Carex,pensylvanica,1947,6,28,1679,C. E. Smith Jr.,NA,Petersham/Phillipston,MA,PH,NA,NA,NA,updated from C. caryophyllea; JCJ '07,Brandeis
Cyperaceae,Carex,pensylvanica,1934,5,14,5219,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,JCJ: C. pensylvanica s.s.,HF herbarium
Cyperaceae,Carex,pensylvanica,2005,6,3,HF 2005-42,GM; KW; JJ,NA,Petersham,MA,SC,9,rock ledges,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,pensylvanica,2005,6,7,HF 2005-5,GM; KW; JJ,NA,Petersham,MA,SC,8,woods,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,plantaginea,2005,9,1,HF 2005-656,GM; JJ,NA,Petersham,MA,Simes,NA,Camel's Hump ,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,platyphylla,1947,8,20,245,I.M. Johnston,NA,Petersham,MA,TS,4,NA,bank in shady; dry woods,NA,HF herbarium
Cyperaceae,Carex,platyphylla,2005,6,7,HF 2005-27,GM; KW; JJ,NA,Petersham,MA,SC,7,main cobble west slope,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,prasina,2004,8,4,HF 2004-48,GM; KW; JJ,NA,Petersham,MA,TS,5,along stream,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,projecta,1947,6,30,474,K.A. Raup,NA,Petersham,MA,SC,NA,south part; along Swift River,NA,updated from C. tribuloides; JCJ,HF herbarium
Cyperaceae,Carex,projecta,1934,7,4,5307,H.M. Raup,NA,Petersham,MA,SC,NA,NA,low ground in woods rd.,sheet 1 of 2 specimens,HF herbarium
Cyperaceae,Carex,projecta,1934,7,4,5307,H.M. Raup,NA,Petersham,MA,SC,NA,NA,low ground in woods rd.,sheet 2 of 2 specimens,HF herbarium
Cyperaceae,Carex,projecta,1938,6,22,8296,H. M. Raup,NA,Petersham,MA,SC,10,NA,NA,updated from C. normalis; JCJ 2007,pre-1950 specimen found in 2007
Cyperaceae,Carex,projecta,2005,6,29,HF 2005-204,GM; KW; JJ,NA,Petersham,MA,PH,9,riverside,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,projecta,2005,7,11,HF 2005-256,GM; KW; JJ,NA,Petersham,MA,SC,5,riverbank,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,projecta,2005,7,21,HF 2005-464,GM; KW; JJ,NA,Petersham,MA,PH,10,lane near Fisher House,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,radiata,1949,5,20,42,C.E & E.E. Smith,NA,Phillipston/Petersham,MA,PH,NA,bog; PH tract,NA,NA,HF herbarium
Cyperaceae,Carex,radiata,1949,5,21,53,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF headquarters,moist woods; by stream,updated from C. leptalea; JCJ,HF herbarium
Cyperaceae,Carex,radiata,1949,5,21,53,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF headquarters,moist woods; by stream,updated from C. leptalea; JCJ,HF herbarium
Cyperaceae,Carex,radiata,1947,8,22,275,I.M. Johnston,NA,Petersham,MA,TS,8,NA,base of tree; in open woods,updated from C. disperma; JCJ,HF herbarium
Cyperaceae,Carex,radiata,1938,6,22,8292,H. M. Raup,NA,Petersham,MA,SC,10,NA,NA,NA,pre-1950 specimen found in 2007
Cyperaceae,Carex,radiata,2005,6,27,HF 2005-169,GM; KW; JJ,NA,Petersham,MA,PH,9,roadside moist,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,radiata,2005,6,7,HF 2005-25,GM; KW; JJ,NA,Petersham,MA,SC,7,west slope main cobble,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,radiata,2005,6,7,HF 2005-59,GM; KW; JJ,NA,Petersham,MA,Simes,NA,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,radiata,2005,6,8,HF 2005-94,GM; KW; JJ,NA,Petersham,MA,SC,4,sphagnum seep,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,rosea,2005,6,7,HF 2005-63,GM; KW; JJ,NA,Petersham,MA,Simes,NA,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,rosea sensu str,1938,6,22,8285,H. M. Raup,NA,Petersham,MA,SC,5,dry woods,NA,updated from C. convoluta; JCJ 2007,pre-1950 specimen found in 2007
Cyperaceae,Carex,scabrata,1947,6,29,91,I.M. Johnston,NA,Petersham,MA,SC,10,valley of Swift River,along stream,sheet 1 of 2 specimens,HF herbarium
Cyperaceae,Carex,scabrata,1947,6,29,91,I.M. Johnston,NA,Petersham,MA,SC,10,valley of Swift River,along stream,sheet 2 of 2 specimens,HF herbarium
Cyperaceae,Carex,scabrata,1947,7,20,185,I.M. Johnston,NA,Petersham,MA,SC,10,NA,along stream; in forest,NA,HF herbarium
Cyperaceae,Carex,scabrata,1933,9,27,5034,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay tract,margin of stream,updated from C. houghtonii; WL '93; updated JCJ,HF herbarium
Cyperaceae,Carex,scabrata,2004,8,4,HF 2004-49,GM; KW; JJ,NA,Petersham,MA,TS,5,along stream,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,scabrata,2005,6,22,HF 2005-151,GM; KW; JJ,NA,Petersham,MA,SC,5,riverside,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,scoparia,1947,6,20,5,I.M. Johnston,NA,Petersham,MA,TS,9,Fay Lot,dry; sunny place in blowdown,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,6,20,13,W.D. Beal Jr.,NA,Petersham,MA,NA,9,Fay Lot; westside Tom Swamp,NA,updated from C. canescens; JCJ,HF herbarium
Cyperaceae,Carex,scoparia,1947,6,20,17,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Fay Lot; westside Tom Swamp,NA,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,6,27,77,I.M. Johnston,NA,Athol,MA,NA,NA,Sherborn Rd.; 1 mile N. Riceville Pond,wet margin of small pond,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,7,4,116,I.M. Johnston,NA,Petersham,MA,PH,3,NA,wet ground,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,7,6,131,I.M. Johnston,NA,Petersham,MA,NA,NA,road N. of Carter Pond; about old sawmill,NA,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,7,6,133,I.M. Johnston,NA,Petersham,MA,NA,NA,road N. of Carter Pond; about old sawmill,NA,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,7,14,617,W.H. Drury Jr.,NA,Petersham,MA,NA,NA,edge of TS road; East of TS 3,damp; sandy edge of road,NA,HF herbarium
Cyperaceae,Carex,scoparia,1947,7,14,618,W.H. Drury Jr.,NA,Petersham,MA,NA,NA,edge of TS road; East of TS 3,damp; sandy edge of road,NA,HF herbarium
Cyperaceae,Carex,scoparia,1933,9,11,4810,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Cyperaceae,Carex,scoparia,1933,9,27,4975,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay tract,NA,NA,HF herbarium
Cyperaceae,Carex,scoparia,1933,9,29,5122,H.M. Raup,NA,Prescott,MA,NA,NA,Prescott,margin of sandy pond,Prescott; part of Quabbin,HF herbarium
Cyperaceae,Carex,scoparia,1934,7,7,5336,H.M. Raup,NA,Petersham,MA,PH,NA,field just N. of headquarters,NA,NA,HF herbarium
Cyperaceae,Carex,scoparia,1934,7,9,5412,H.M. Raup,NA,Phillipston,MA,PH,NA,near summit of Prospect Hill,open ground,NA,HF herbarium
Cyperaceae,Carex,scoparia,2004,9,17,HF 2004-88,GM; KW; JJ,NA,Petersham,MA,SC,6,roadside near gate Rt 32,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,scoparia,2005,7,2,HF 2005-143,GM; KW; JJ,NA,Petersham,MA,PH,8,causeway,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,scoparia,2005,6,29,HF 2005-207,GM; KW; JJ,NA,Petersham,MA,PH,9,gravel pit,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,scoparia,2005,7,8,HF 2005-312,GM; KW; JJ,NA,Petersham,MA,TS,3,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,sp.,1947,6,20,16,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Fay Lot; westside Tom Swamp,NA,JCJ: C. albicans?,HF herbarium
Cyperaceae,Carex,sp.,1947,8,15,222,I.M. Johnston,NA,Petersham,MA,NA,NA,Camel's Hump; NE cliffs,moist; shaded ledges,sheet 1 of 2 specimens; JCJ: not C. plantaginea,HF herbarium
Cyperaceae,Carex,sp.,1947,8,15,222,I.M. Johnston,NA,Petersham,MA,NA,NA,Camel's Hump; NE cliffs,moist; shaded ledges,sheet 2 of 2 specimens; JCJ: C. platyphylla?,HF herbarium
Cyperaceae,Carex,sp.,1947,8,19,256,W. Chi-wu,NA,Petersham,MA,TS,NA,NA,NA,JCJ: C. normalis or tenera,HF herbarium
Cyperaceae,Carex,sp.,1947,8,21,303,W.D. Beal Jr.,NA,Petersham,MA,TS,4,western edge,NA,JCJ: C. platyphylla?,HF herbarium
Cyperaceae,Carex,sp.,1933,9,27,5000,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay tract,stream margin,JCJ: probably C. vesicaria,HF herbarium
Cyperaceae,Carex,sp.,1934,5,14,5220,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,JCJ: not C. communis,HF herbarium
Cyperaceae,Carex,sp.,1934,5,15,5238,H.M. Raup,NA,NA,NA,NA,NA,NA,NA,JCJ: not C. communis,HF herbarium
Cyperaceae,Carex,sp.,1952,8,NA,NA,W. Chi-wu,NA,Phillipston/Petersham,MA,PH,NA,along stream; back of Prospect Hill,Specimen says: ' Forms 'nigger head' along stream,NA,HF herbarium
Cyperaceae,Carex,stipata,1947,6,23,29,W.D. Beal Jr.,NA,Petersham,MA,SC,8,SE end,NA,NA,HF herbarium
Cyperaceae,Carex,stipata,1947,6,22,32,I.M. Johnston,NA,Petersham,MA,SC,8,NA,grassy field; in blowdown,NA,HF herbarium
Cyperaceae,Carex,stipata,1934,7,4,5308,H.M. Raup,NA,Petersham,MA,SC,NA,low ground in woods rd.,in woods road,low ground,HF herbarium
Cyperaceae,Carex,stipata,2005,6,9,HF 2005-75,GM; KW; JJ,NA,Petersham,MA,SC,3,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,stipata,2005,6,8,HF 2005-96,GM; KW; JJ,NA,Petersham,MA,SC,4,pathside,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,stipata,1982,7,17,NA,J. LaFrankie,NA,Athol/Petersham,MA,NA,NA,Riceville Rd.,roadside; edge of bog,NA,HF herbarium
Cyperaceae,Carex,stricta,1947,6,21,17,I.M. Johnston,NA,Petersham,MA,NA,NA,Doe Valley Rd.; mid-section,small bog in forest,sheet 1 of 2 specimens,HF herbarium
Cyperaceae,Carex,stricta,1947,6,21,17,I.M. Johnston,NA,Petersham,MA,NA,NA,Doe Valley Rd.; mid-section,small bog in forest,sheet 2 of 2 specimens,HF herbarium
Cyperaceae,Carex,stricta,1947,6,27,46,I.M. Johnston,NA,Petersham,MA,NA,NA,Turnpike Rd. N. of Rt. 122,swampy roadside,NA,HF herbarium
Cyperaceae,Carex,stricta,1947,7,3,105,I.M. Johnston,NA,Petersham,MA,NA,NA,NW base of Chimney Hill,along stream,NA,HF herbarium
Cyperaceae,Carex,stricta,2005,7,13,HF 2005-506,GM; KW; JJ,NA,Petersham,MA,TS,6,NA,NA,NA,HF survey 2004-2007
Cyperaceae,Carex,swanii,1947,6,20,6,I.M. Johnston,NA,Petersham,MA,TS,9,Fay Lot,dry; sunny place in blowdown,updated from C. virescens var. swanii; WL '93,HF herbarium
Cyperaceae,Carex,swanii,1947,6,20,6,I.M. Johnston,NA,Petersham,MA,TS,9,Fay Lot,dry; sunny place in blowdown,updated from C. virescens var. swanii; WL '93,HF herbarium
Cyperaceae,Carex,swanii,1947,6,22,30,I.M. Johnston,NA,Petersham,MA,SC,8,NA,bog in hemlock forest,updated from C. virescens var. swanii; WL '93,HF herbarium
